Title,DOI,Downloaded
,10.1007/s00706-023-03088-x,0
,10.1134/S1070428023090026,0
,10.1007/s00706-023-03094-z,0
,10.1134/S1070428023090038,0
,10.1007/s00706-023-03098-9,0
,10.1007/s00289-022-04526-2,0
,10.1007/s00289-022-04571-x,0
,10.1007/s00706-023-03075-2,0
,10.1007/s00706-023-03109-9,0
,10.1007/s10570-023-05373-8,0
,10.1007/s10570-023-05412-4,0
,10.1007/s13738-023-02842-6,0
,10.1007/s13738-023-02814-w,0
,10.1007/s10570-023-05347-w,0
,10.1007/s10570-023-05416-0,0
,10.1007/s10570-023-05350-1,0
,10.1007/s10904-023-02718-5,0
,10.1007/s10570-023-05362-x,0
,10.1007/s00289-022-04508-4,0
,10.1007/s10570-023-05352-z,0
,10.1007/s10904-023-02720-x,0
,10.1007/s00706-023-03092-1,0
,10.1007/s10570-023-05354-x,0
,10.1007/s00289-022-04563-x,0
,10.1007/s00706-023-03096-x,0
,10.1007/s41981-023-00267-z,0
,10.1007/s10904-023-02829-z,0
,10.1186/s40538-023-00461-0,0
,10.1007/s11101-023-09885-w,0
,10.1186/s40538-023-00453-0,0
,10.1186/s40538-023-00458-9,0
,10.1186/s40538-023-00456-x,0
,10.1007/s10904-023-02834-2,0
,10.1007/s11030-023-10716-5,0
,10.1007/s10930-023-10141-5,0
,10.1007/s00289-023-04970-8,0
,10.1186/s40538-023-00434-3,0
,10.1186/s40538-023-00455-y,0
,10.1007/s00214-023-03022-8,0
,10.1007/s00289-023-04941-z,0
,10.1186/s40538-023-00454-z,0
,10.1186/s40538-023-00446-z,0
,10.1186/s40538-023-00440-5,0
,10.1186/s40538-023-00450-3,0
,10.1186/s40538-023-00447-y,0
,10.1186/s40538-023-00452-1,0
,10.1186/s40538-023-00436-1,0
,10.1007/s10904-023-02806-6,0
,10.1186/s40538-023-00438-z,0
,10.1186/s40538-023-00451-2,0
,10.1007/s00289-023-04915-1,0
,10.1007/s00214-023-03013-9,0
,10.1007/s00723-023-01582-3,0
,10.1186/s40538-023-00437-0,0
,10.1007/s00214-023-03025-5,0
,10.1186/s40538-023-00448-x,0
,10.1186/s40538-023-00449-w,0
,10.1038/s41570-023-00515-9,0
,10.1007/s10904-023-02792-9,0
,10.1007/s10904-023-02794-7,0
,10.1007/s10847-023-01197-y,0
,10.1007/s10863-023-09981-8,0
,10.1007/s40242-023-4000-6,0
,10.1007/s11172-023-3989-5,0
,10.1007/s11101-023-09881-0,0
,10.1038/s41570-023-00521-x,0
,10.1007/s13738-023-02829-3,0
,10.1007/s10904-023-02793-8,0
,10.1007/s11030-022-10513-6,0
,10.1007/s10930-023-10114-8,0
,10.1007/s10930-023-10101-z,0
,10.1007/s11101-021-09784-y,0
,10.1007/s00289-022-04445-2,0
,10.1007/s11030-022-10537-y,0
,10.1007/s11030-022-10515-4,0
,10.1007/s00289-022-04461-2,0
,10.1007/s10930-023-10103-x,0
,10.1007/s10930-023-10121-9,0
,10.1007/s10930-023-10130-8,0
,10.1007/s11101-022-09814-3,0
,10.1007/s11030-022-10523-4,0
,10.1007/s11101-022-09848-7,0
,10.1007/s11030-022-10539-w,0
,10.1007/s10570-023-05363-w,0
,10.1134/S1070428023080201,0
,10.1007/s00723-023-01552-9,0
,10.1007/s00214-023-03012-w,0
,10.1134/S1070428023080079,0
,10.1007/s10904-023-02661-5,0
,10.1007/s10930-023-10091-y,0
,10.1007/s10570-023-05322-5,0
,10.1007/s00706-023-03091-2,0
,10.1007/s10904-023-02691-z,0
,10.1007/s00706-023-03099-8,0
,10.1134/S1068162023040192,0
,10.1134/S1068162023040180,0
,10.1007/s00214-023-03023-7,0
,10.1007/s00289-022-04478-7,0
,10.1038/s41557-023-01221-1,0
,10.1007/s11101-022-09805-4,0
,10.1038/s41557-023-01222-0,0
,10.1007/s00289-022-04488-5,0
,10.1007/s11030-022-10528-z,0
,10.1038/s41429-023-00629-8,0
,10.1007/s00289-022-04459-w,0
,10.1186/s40538-023-00441-4,0
,10.1007/s10904-023-02616-w,0
,10.1134/S1070428023080195,0
,10.1007/s10570-023-05394-3,0
,10.1038/s41557-023-01229-7,0
,10.1007/s00706-023-03093-0,0
,10.1186/s40538-023-00435-2,0
,10.1007/s10570-023-05339-w,0
,10.1007/s10570-023-05368-5,0
,10.1038/s41429-023-00623-0,0
,10.1007/s10570-023-05369-4,0
,10.1007/s10570-023-05398-z,0
,10.1007/s10570-023-05342-1,0
,10.1038/s41557-023-01235-9,0
,10.1007/s10570-023-05314-5,0
,10.1007/s13738-023-02811-z,0
,10.1007/s00289-022-04516-4,0
,10.1007/s10904-023-02684-y,0
,10.1007/s00214-023-03006-8,0
,10.1007/s00214-023-03010-y,0
,10.1007/s10904-023-02799-2,0
,10.1007/s00289-023-04916-0,0
,10.1007/s00214-023-03004-w,0
,10.1186/s40538-023-00442-3,0
,10.1186/s40538-023-00444-1,0
,10.1007/s10904-023-02801-x,0
,10.1186/s40538-023-00443-2,0
,10.1007/s11094-023-02906-0,0
,10.1007/s00706-023-03103-1,0
,10.1186/s40538-023-00432-5,0
,10.1186/s40538-023-00439-y,0
,10.1007/s41981-023-00279-9,0
,10.1186/s40538-023-00415-6,0
,10.1186/s40538-023-00386-8,0
,10.1186/s40538-023-00420-9,0
,10.1186/s40538-023-00433-4,0
,10.1007/s11030-023-10671-1,0
,10.1007/s00289-022-04519-1,0
,10.1007/s00289-022-04452-3,0
,10.1038/s41429-023-00630-1,0
,10.1007/s10904-023-02760-3,0
,10.1007/s10904-023-02761-2,0
,10.1038/s41570-023-00513-x,0
,10.1038/s41557-020-00622-w,0
,10.1007/s10593-023-03202-1,0
,10.1007/s10600-023-04126-0,0
,10.1007/s10904-023-02759-w,0
,10.1038/s41557-023-01200-6,0
,10.1007/s13738-023-02780-3,0
,10.1038/s41596-023-00830-x,0
,10.1007/s00289-022-04443-4,0
,10.1007/s10570-023-05288-4,0
,10.1007/s10904-023-02666-0,0
,10.1007/s00706-023-03076-1,0
,10.1007/s00706-023-03082-3,0
,10.1007/s00723-023-01550-x,0
,10.1007/s10570-023-05281-x,0
,10.1007/s10570-023-05309-2,0
,10.1007/s13738-023-02779-w,0
,10.1007/s00706-023-03073-4,0
,10.1038/s41557-023-01204-2,0
,10.1007/s10904-023-02622-y,0
,10.1007/s10570-023-05285-7,0
,10.1038/s41557-023-01205-1,0
,10.1007/s10570-023-05217-5,0
,10.1007/s10570-023-05275-9,0
,10.1007/s10904-023-02653-5,0
,10.1007/s10570-023-05295-5,0
,10.1007/s11030-023-10686-8,0
,10.1007/s10570-023-05293-7,0
,10.1007/s00289-022-04425-6,0
,10.1007/s00289-022-04429-2,0
,10.1038/s41557-023-01224-y,0
,10.1007/s13738-023-02773-2,0
,10.1007/s10904-023-02614-y,0
,10.1007/s00706-023-03086-z,0
,10.1038/s41557-023-01199-w,0
,10.1038/s41557-023-01226-w,0
,10.1007/s10570-023-05267-9,0
,10.1007/s10570-023-05268-8,0
,10.1007/s11030-023-10682-y,0
,10.1186/s40538-023-00430-7,0
,10.1186/s40538-023-00426-3,0
,10.1186/s40538-023-00431-6,0
,10.1186/s40538-023-00429-0,0
,10.1186/s40538-023-00424-5,0
,10.1186/s40538-023-00414-7,0
,10.1186/s40538-023-00418-3,0
,10.1007/s00289-023-04887-2,0
,10.1186/s40538-023-00419-2,0
,10.1186/s40538-023-00425-4,0
,10.1186/s40538-023-00428-1,0
,10.1007/s00289-023-04877-4,0
,10.1186/s40538-023-00413-8,0
,10.1186/s40538-023-00422-7,0
,10.1186/s40538-023-00427-2,0
,10.1007/s00289-023-04879-2,0
,10.1007/s00214-023-02998-7,0
,10.1007/s11101-023-09880-1,0
,10.1186/s40538-023-00423-6,0
,10.1007/s00289-023-04868-5,0
,10.1007/s00289-023-04873-8,0
,10.1007/s11030-023-10665-z,0
,10.1186/s40538-023-00421-8,0
,10.1186/s40538-023-00416-5,0
,10.1007/s11030-023-10656-0,0
,10.1007/s11030-023-10659-x,0
,10.1007/s00289-023-04850-1,0
,10.1186/s40538-023-00417-4,0
,10.1007/s11030-022-10521-6,0
,10.1007/s10930-023-10125-5,0
,10.1007/s10904-023-02697-7,0
,10.1038/s41570-023-00503-z,0
,10.1038/s41596-023-00816-9,0
,10.1007/s40242-023-3000-1,0
,10.1038/s41596-023-00808-9,0
,10.1007/s11030-022-10488-4,0
,10.1134/S1068162023330014,0
,10.1007/s41981-023-00276-y,0
,10.1007/s10930-023-10126-4,0
,10.1007/s10930-023-10129-1,0
,10.1007/s00289-022-04400-1,0
,10.1007/s10904-023-02550-x,0
,10.1007/s00706-023-03059-2,0
,10.1007/s11030-022-10468-8,0
,10.1007/s40242-023-3050-0,0
,10.1007/s11030-022-10505-6,0
,10.1038/s41570-023-00483-0,0
,10.1007/s11030-022-10581-8,0
,10.1007/s40242-023-3030-4,0
,10.1007/s41981-022-00247-9,0
,10.1038/s41557-023-01207-z,0
,10.1038/s41596-023-00817-8,0
,10.1134/S106816202303007X,0
,10.1007/s11030-022-10469-7,0
,10.1007/s11030-022-10506-5,0
,10.1038/s41596-023-00826-7,0
,10.1007/s10930-023-10112-w,0
,10.1038/s41557-023-01198-x,0
,10.1007/s10930-023-10099-4,0
,10.1007/s00723-023-01536-9,0
,10.1007/s10904-023-02607-x,0
,10.1007/s10904-023-02551-w,0
,10.1007/s13738-023-02771-4,0
,10.1007/s10570-023-05220-w,0
,10.1007/s10930-023-10119-3,0
,10.1007/s11101-022-09847-8,0
,10.1007/s41981-023-00262-4,0
,10.1007/s41981-022-00255-9,0
,10.1134/S1068162023030226,0
,10.1007/s10570-023-05223-7,0
,10.1007/s10570-023-05253-1,0
,10.1007/s10570-023-05225-5,0
,10.1007/s10904-023-02591-2,0
,10.1038/s41557-023-01174-5,0
,10.1134/S1068162023030159,0
,10.1007/s10930-023-10127-3,0
,10.1007/s00289-022-04376-y,0
,10.1038/s41557-023-01177-2,0
,10.1134/S1068162023030196,0
,10.1007/s00289-022-04382-0,0
,10.1007/s40097-022-00501-5,0
,10.1007/s10930-023-10123-7,0
,10.1007/s00289-022-04308-w,0
,10.1007/s10930-023-10110-y,0
,10.1007/s10904-023-02598-9,0
,10.1007/s00289-022-04363-3,0
,10.1007/s00723-023-01535-w,0
,10.1007/s11101-023-09855-2,0
,10.1007/s00289-022-04334-8,0
,10.1007/s10570-023-05237-1,0
,10.1007/s11101-023-09856-1,0
,10.1007/s10570-023-05238-0,0
,10.1007/s10930-023-10113-9,0
,10.1007/s10570-023-05239-z,0
,10.1038/s41557-023-01186-1,0
,10.1007/s11030-022-10487-5,0
,10.1007/s00289-022-04350-8,0
,10.1007/s10570-023-05184-x,0
,10.1007/s11101-023-09860-5,0
,10.1007/s41981-023-00268-y,0
,10.1007/s10904-023-02578-z,0
,10.1007/s00289-023-04847-w,0
,10.1007/s00289-023-04843-0,0
,10.1007/s00289-023-04835-0,0
,10.1186/s40538-023-00409-4,0
,10.1186/s40538-023-00408-5,0
,10.1186/s40538-023-00411-w,0
,10.1186/s40538-023-00412-9,0
,10.1186/s40538-023-00407-6,0
,10.1007/s00214-023-02997-8,0
,10.1186/s40538-023-00410-x,0
,10.1007/s00289-023-04814-5,0
,10.1186/s40538-023-00406-7,0
,10.1186/s40538-023-00405-8,0
,10.1007/s00214-023-02993-y,0
,10.1007/s10904-023-02641-9,0
,10.1007/s00706-023-03067-2,0
,10.1038/s41557-023-01213-1,0
,10.1007/s10600-023-04072-x,0
,10.1007/s10904-023-02667-z,0
,10.1007/s00723-023-01543-w,0
,10.1007/s10904-023-02640-w,0
,10.1038/s41596-022-00760-0,0
,10.1007/s10904-023-02642-8,0
,10.1007/s10904-023-02673-1,0
,10.1007/s10904-023-02674-0,0
,10.1007/s10904-023-02675-z,0
,10.1007/s10904-023-02678-w,0
,10.1007/s10904-023-02679-9,0
,10.1007/s10570-023-05175-y,0
,10.1007/s10570-023-05138-3,0
,10.1007/s10904-023-02576-1,0
,10.1038/s41596-023-00804-z,0
,10.1007/s11094-023-02878-1,0
,10.1007/s00289-022-04311-1,0
,10.1007/s11094-023-02883-4,0
,10.1038/s41596-023-00811-0,0
,10.1007/s10570-023-05155-2,0
,10.1038/s41570-023-00472-3,0
,10.1007/s10904-023-02566-3,0
,10.1007/s11094-023-02867-4,0
,10.1038/s41557-023-01179-0,0
,10.1007/s10570-023-05137-4,0
,10.1007/s00289-022-04254-7,0
,10.1007/s00289-022-04260-9,0
,10.1007/s00706-023-03057-4,0
,10.1007/s10570-023-05168-x,0
,10.1007/s00706-022-03015-6,0
,10.1007/s10570-023-05180-1,0
,10.1007/s10904-023-02572-5,0
,10.1007/s10904-023-02573-4,0
,10.1007/s00289-022-04310-2,0
,10.1038/s41429-023-00601-6,0
,10.1038/s41557-023-01156-7,0
,10.1007/s10570-023-05114-x,0
,10.1007/s10570-023-05183-y,0
,10.1007/s10570-023-05144-5,0
,10.1007/s00706-023-03048-5,0
,10.1007/s10570-023-05145-4,0
,10.1007/s10570-023-05212-w,0
,10.1038/s41557-023-01160-x,0
,10.1007/s00706-022-03022-7,0
,10.1038/s41557-023-01163-8,0
,10.1007/s00289-022-04319-7,0
,10.1007/s10570-023-05150-7,0
,10.1007/s10570-023-05151-6,0
,10.1038/s41557-023-01165-6,0
,10.1007/s10570-023-05162-3,0
,10.1007/s00706-023-03049-4,0
,10.1007/s10570-023-05097-9,0
,10.1007/s00706-022-03013-8,0
,10.1007/s10570-023-05127-6,0
,10.1007/s13738-023-02745-6,0
,10.1007/s10570-023-05197-6,0
,10.1007/s00706-023-03042-x,0
,10.1007/s10570-023-05159-y,0
,10.1007/s10570-023-05171-2,0
,10.1007/s00706-022-03014-7,0
,10.1007/s10904-023-02592-1,0
,10.1007/s10570-023-05163-2,0
,10.1007/s00706-022-03030-7,0
,10.1007/s10570-023-05079-x,0
,10.1007/s00706-023-03037-8,0
,10.1007/s10570-023-05136-5,0
,10.1007/s10570-023-05176-x,0
,10.1007/s11101-023-09872-1,0
,10.1007/s00214-023-02981-2,0
,10.1007/s00289-023-04801-w,0
,10.1186/s40538-023-00403-w,0
,10.1007/s11030-023-10636-4,0
,10.1186/s40538-023-00404-9,0
,10.1007/s00289-023-04792-8,0
,10.1007/s00289-023-04788-4,0
